bedrooms,bathrooms,square_feet,location,year_built,garage,has_pool,property_type,num_floors,has_basement,price
3,4,1307,KC Downtown,2017,1,0,Apartment,3,0,780524
6,2,3073,Olathe,1985,0,0,Apartment,3,0,1023304
2,3,1650,Blue Springs,1991,1,1,Condo,1,1,690307
2,2,726,Lenexa,1988,1,0,House,3,1,568947
6,4,2782,Leawood,2021,0,1,House,1,0,1025120
3,3,2978,Olathe,1987,0,1,House,1,1,965101
6,4,2252,Olathe,2010,1,1,House,2,0,1056257
6,4,3039,Leawood,2020,0,1,Condo,1,1,1085324
1,3,607,Leawood,2011,0,0,House,2,0,452436
3,4,1212,KC Downtown,1986,1,1,House,2,0,843555
1,3,1884,Lenexa,2011,0,1,Apartment,2,0,638270
5,4,1822,Leawood,2021,1,1,House,2,0,905757
6,1,1197,Blue Springs,2004,0,0,Apartment,2,1,671501
5,2,2363,Olathe,2012,1,1,House,1,0,962230
3,1,985,Leawood,2007,0,0,Apartment,1,1,484298
6,4,3119,Lenexa,1990,0,0,Condo,2,0,1075719
5,4,778,Blue Springs,2010,0,1,House,1,1,720735
4,4,3097,Blue Springs,1989,1,1,Apartment,1,1,992978
2,1,3911,KC Downtown,1981,0,0,House,2,0,1032918
6,4,1414,KC Downtown,1983,0,1,Condo,3,1,987468
2,3,3854,Overland Park,2001,0,1,Condo,1,0,1046583
1,2,2417,Lenexa,2007,0,0,Condo,1,0,657105
5,4,957,Blue Springs,1989,1,0,Condo,3,1,730708
1,4,3023,Lenexa,1981,0,0,House,1,0,800835
6,2,1301,Leawood,2010,0,0,Condo,1,0,746912
2,2,3485,Olathe,2021,0,1,House,3,0,981395
2,2,2350,Leawood,2002,0,0,Condo,2,1,717172
5,1,3185,Olathe,1995,1,0,House,2,0,1049962
6,1,1381,Overland Park,1988,0,1,Condo,1,0,814055
4,4,681,Blue Springs,2022,1,0,Condo,1,1,613715
4,2,784,Olathe,1985,1,1,Apartment,2,0,652241
5,4,2935,Blue Springs,2004,1,0,Condo,2,1,1038245
6,4,3733,Olathe,1983,0,0,House,1,1,1205089
5,4,1482,Overland Park,1991,1,1,Apartment,3,0,949879
6,1,1106,Leawood,2003,0,1,Condo,3,1,750001
1,2,2641,Blue Springs,2006,1,0,Condo,2,1,694416
5,4,2085,Olathe,1982,0,0,Apartment,2,1,887100
6,1,629,Lenexa,1991,0,0,House,1,1,691967
4,3,2532,Blue Springs,2009,0,0,Apartment,3,1,815349
6,3,3583,Olathe,1991,1,0,Apartment,3,1,1178358
6,4,2678,Olathe,2020,0,1,Condo,1,1,1062772
5,4,1916,Leawood,2021,1,0,House,3,1,906569
1,2,1796,Blue Springs,2019,0,1,House,3,1,638384
1,2,1751,Blue Springs,2001,0,0,Apartment,3,0,520148
1,4,685,KC Downtown,1994,0,1,Apartment,3,0,611063
1,1,1938,Olathe,2007,1,0,Condo,3,1,688793
3,4,2675,Blue Springs,1996,1,1,Condo,2,1,920174
5,2,2769,Olathe,2004,0,0,Apartment,1,0,896169
2,2,1874,Overland Park,2022,0,0,Apartment,2,0,661133
5,1,3220,Overland Park,1982,0,1,House,2,0,1085366
3,4,3050,Lenexa,2015,0,1,Apartment,3,1,958921
1,2,1282,Blue Springs,2010,0,0,Condo,1,0,473846
3,4,871,Lenexa,1994,0,1,Apartment,2,0,626726
4,2,3484,Leawood,2007,1,1,House,3,1,1088159
4,3,2435,Olathe,2022,0,0,House,3,1,927217
5,3,2760,Leawood,2010,1,1,House,3,1,1065677
5,3,2329,KC Downtown,1999,1,1,House,1,1,1098556
2,2,2017,KC Downtown,2000,0,0,House,2,1,790581
2,1,618,Blue Springs,2006,0,1,Condo,2,1,466832
4,3,2475,Blue Springs,1998,1,0,House,1,0,811284
1,2,3252,Lenexa,2015,1,0,Condo,1,0,789863
3,4,1064,Lenexa,1991,1,1,Condo,3,0,684142
2,3,1290,Blue Springs,2014,0,1,House,3,1,627505
6,1,1610,Blue Springs,2012,0,1,House,2,0,801023
2,1,1814,KC Downtown,2015,1,1,Condo,3,1,849296
1,1,2116,KC Downtown,2020,1,1,Condo,3,0,800104
1,4,3661,KC Downtown,2002,0,0,House,1,0,1032839
5,4,762,Blue Springs,1992,1,1,Condo,2,1,713914
3,1,2235,Lenexa,2009,0,1,Apartment,3,0,762883
1,1,3346,Overland Park,1989,0,0,Apartment,3,1,827695
2,1,894,Overland Park,2020,1,1,Condo,3,1,646679
2,4,1178,Lenexa,1999,0,1,Condo,1,0,592407
4,4,3744,Lenexa,1985,0,0,Condo,2,0,1086812
1,2,2367,Lenexa,2010,1,1,Apartment,1,1,715940
6,3,3348,KC Downtown,1998,0,0,Condo,3,1,1224571
5,4,2185,Leawood,1982,0,1,House,2,1,952581
3,1,3980,Blue Springs,1989,1,1,Apartment,3,0,1026456
6,3,2949,KC Downtown,1989,0,1,Condo,2,0,1182653
5,4,1931,Overland Park,2000,0,0,Apartment,1,1,882793
2,3,2771,Blue Springs,1981,0,0,Apartment,1,0,723883
6,2,3316,Lenexa,2018,1,0,Apartment,3,0,1068624
5,4,3932,Olathe,2009,0,1,House,3,1,1282565
2,1,794,Overland Park,2007,1,0,House,3,0,518365
2,1,1441,Lenexa,1997,0,0,House,1,0,534942
2,2,2998,Olathe,1993,1,1,Apartment,1,1,874537
2,2,2466,Lenexa,1998,1,1,Condo,2,1,781915
2,2,2391,Lenexa,2019,0,0,Apartment,2,0,696380
4,2,1088,Blue Springs,2015,1,1,Condo,2,1,660489
6,2,2847,Overland Park,2020,0,1,Condo,1,0,1107841
5,4,3531,Overland Park,1991,0,0,House,2,1,1205925
4,4,3155,Lenexa,1999,1,1,Condo,3,1,1054047
4,3,3545,KC Downtown,2013,0,1,Condo,3,1,1237923
1,2,2203,Leawood,2015,1,1,House,1,1,694020
1,1,1045,Olathe,2000,0,0,Condo,1,0,445128
1,1,679,KC Downtown,1998,1,1,House,2,0,569328
3,2,1344,Blue Springs,2020,1,1,Apartment,1,0,610318
1,2,3345,Olathe,2020,0,0,Condo,1,0,785329
5,2,2460,Leawood,2022,0,1,House,3,1,953920
4,2,2065,KC Downtown,2021,0,1,Apartment,2,1,937273
5,2,1530,Olathe,2014,0,1,Apartment,1,0,738303
6,1,3301,Overland Park,1987,1,0,House,2,1,1149305
1,3,2534,KC Downtown,2001,0,1,Condo,1,1,873836
3,2,3549,Lenexa,2022,1,0,Condo,2,0,967680
6,2,871,Blue Springs,2017,1,1,Condo,3,0,707876
3,2,1966,KC Downtown,1997,0,1,Condo,3,0,879810
6,4,2771,Olathe,1987,0,0,House,3,1,1132379
4,1,3894,KC Downtown,1981,1,0,Apartment,3,0,1117889
5,1,2113,Olathe,1999,1,0,Condo,3,0,855478
2,3,1285,Leawood,1984,0,0,House,2,0,618794
5,4,2326,Lenexa,2021,0,0,House,1,0,937758
1,4,1251,Leawood,2009,1,1,Condo,3,1,638895
2,4,896,Blue Springs,1997,0,1,Condo,1,1,543489
3,3,1742,Blue Springs,2002,1,1,Apartment,2,1,730028
4,3,3434,Olathe,1981,1,0,House,1,1,1049130
4,3,3747,Lenexa,2021,1,0,House,1,0,1098914
3,4,1220,Leawood,2016,0,1,Apartment,1,0,649058
1,1,2254,Lenexa,2021,1,0,Condo,1,1,627707
3,4,3620,Leawood,2011,0,0,Condo,3,1,1002985
6,3,3528,Olathe,1980,0,0,Condo,3,1,1166629
1,4,3929,Olathe,2018,1,0,Condo,1,1,1036960
2,2,2254,Olathe,1980,1,0,Apartment,1,0,721304
3,4,2998,Overland Park,2010,0,1,House,2,0,1030877
1,4,2272,Lenexa,2018,0,1,Condo,2,1,771409
2,1,3948,Blue Springs,1987,0,0,Apartment,1,0,858045
3,1,854,Leawood,1982,0,0,Apartment,3,1,476859
4,1,1887,Overland Park,1991,1,1,House,3,0,857380
3,2,3326,Blue Springs,2013,0,1,Apartment,3,0,878096
5,1,628,Leawood,2004,0,1,House,3,1,673221
3,2,3114,Overland Park,2015,0,0,Condo,1,0,922952
5,3,1658,Blue Springs,1986,1,0,House,3,1,808007
2,1,1348,Blue Springs,1994,0,1,Condo,2,1,527457
3,4,1917,Overland Park,2000,0,1,Condo,3,1,893708
2,4,1201,Blue Springs,2004,0,0,Condo,1,0,523582
2,2,3874,Leawood,2017,0,1,Apartment,2,0,958866
1,1,3387,Leawood,2016,0,1,Apartment,2,1,814646
2,4,3578,Blue Springs,1995,1,1,Apartment,2,0,977378
2,3,1691,KC Downtown,1980,0,0,Condo,1,1,755323
3,1,730,Olathe,2016,1,1,Apartment,3,0,580717
3,3,710,Overland Park,1993,1,1,Condo,2,1,705699
4,4,3171,KC Downtown,2013,0,0,Apartment,1,1,1072539
1,1,3959,Leawood,1981,0,0,Condo,3,1,919297
2,2,3334,Blue Springs,2010,1,0,Condo,2,1,884472
1,4,1430,Lenexa,1998,1,0,House,3,0,609422
5,3,1265,Lenexa,1998,1,0,Condo,1,1,756984
2,1,1666,Olathe,2002,1,1,House,1,1,693000
1,3,1474,KC Downtown,2009,1,1,House,1,1,746006
4,3,1917,KC Downtown,1996,0,0,Condo,2,0,901712
4,2,884,KC Downtown,1981,0,0,Apartment,1,1,675467
2,2,3470,Leawood,1990,0,1,Apartment,3,1,928667
5,4,1163,Olathe,1993,1,1,House,2,1,867431
4,2,618,Olathe,2020,0,0,Condo,3,0,567721
4,2,1146,Leawood,2008,0,0,Condo,1,0,556923
5,4,647,Olathe,1998,1,1,Condo,1,0,711169
1,4,2368,Blue Springs,2007,0,0,House,3,0,742540
4,4,2642,Leawood,1980,1,0,Condo,2,1,925387
3,4,818,Blue Springs,1984,1,0,Apartment,1,1,547456
6,3,1365,Blue Springs,2013,1,0,House,2,0,775112
6,3,3859,KC Downtown,1993,0,1,House,1,0,1309746
4,4,2678,Lenexa,1998,1,1,House,3,0,1016204
1,4,2906,KC Downtown,2003,0,0,Apartment,3,0,906035
1,1,907,Leawood,2019,1,0,Apartment,2,1,432704
2,1,3742,Overland Park,1996,0,0,House,2,1,965616
3,1,2954,Leawood,1981,1,1,Apartment,2,1,837642
1,2,1167,Lenexa,2010,0,1,Apartment,1,1,504051
5,3,1722,Leawood,1996,1,0,Apartment,3,1,818553
3,3,2668,Lenexa,1987,0,0,Condo,1,0,840006
6,1,3677,Overland Park,1996,0,0,Condo,2,1,1139210
3,1,830,Overland Park,2017,0,0,House,1,0,572969
5,3,681,Olathe,2005,1,1,House,2,0,760791
4,2,3605,Blue Springs,2022,1,1,Condo,1,0,986019
5,1,816,Leawood,2019,0,0,House,1,0,536303
5,4,934,Blue Springs,2019,0,0,Condo,2,1,676106
4,1,1158,KC Downtown,1986,0,1,Condo,1,0,716215
4,3,3511,KC Downtown,2003,1,0,House,2,0,1148360
4,3,1473,KC Downtown,2009,0,0,Condo,3,0,853494
4,1,1352,Olathe,2005,1,1,House,2,0,709465
4,1,1193,KC Downtown,2009,0,1,Apartment,2,0,726677
5,4,2422,KC Downtown,2014,1,1,Apartment,3,1,1103740
2,4,3351,Leawood,1981,0,1,Condo,1,0,917817
2,2,3572,Blue Springs,1983,1,0,Condo,2,1,931628
1,2,2278,Blue Springs,1984,1,1,Apartment,1,1,644496
2,4,1152,Lenexa,1981,0,0,Apartment,1,0,561973
6,2,2082,KC Downtown,2010,0,1,Condo,2,1,1011841
2,2,1382,Overland Park,2006,0,0,Apartment,2,1,626446
5,1,2734,Lenexa,2003,0,0,Condo,2,1,934321
4,4,1112,Lenexa,1983,0,1,Apartment,2,1,728236
4,1,1583,Leawood,2007,1,1,Apartment,3,0,701849
5,1,3656,Lenexa,1984,1,1,Condo,2,1,1088976
6,2,1186,Overland Park,2006,1,1,Condo,3,1,888022
2,1,2101,Blue Springs,1984,0,1,Condo,2,1,673759
5,3,3145,Lenexa,1984,1,0,Condo,1,1,1029406
1,2,3554,Leawood,1988,0,1,House,2,1,906787
4,3,1555,KC Downtown,2006,1,1,House,1,0,929559
3,2,1342,Overland Park,1983,1,0,Condo,3,1,719715
1,1,1048,KC Downtown,2003,0,1,House,1,0,597684
6,2,1187,Olathe,2006,0,0,Apartment,3,0,716966
1,3,859,Lenexa,1980,0,0,Condo,2,0,445564
5,2,3871,Blue Springs,2011,1,1,House,2,1,1160901
2,3,3110,Leawood,1995,1,0,Condo,1,0,852453
4,4,693,Overland Park,2002,1,1,Apartment,1,1,756215
6,1,1620,Blue Springs,2007,0,1,Apartment,1,1,747747
6,3,2559,Overland Park,1999,1,0,Condo,1,1,1023969
3,4,1975,Leawood,1996,1,1,House,3,0,843056
1,1,1731,Leawood,2015,1,1,Condo,3,1,628124
3,4,3002,Lenexa,1987,0,1,Condo,1,0,948864
2,3,3116,Overland Park,1997,1,0,Apartment,2,0,908712
2,1,2742,Olathe,1992,1,1,Condo,1,1,833985
3,4,1467,Olathe,1988,1,0,House,3,0,761601
4,3,690,Lenexa,2016,1,1,Condo,3,1,688608
2,4,3715,Overland Park,2009,0,0,Condo,2,1,1094120
3,1,2079,Overland Park,2022,1,1,Apartment,3,1,788919
1,1,1554,KC Downtown,2007,0,0,Apartment,1,0,589300
3,1,3031,Lenexa,1997,1,0,Apartment,3,1,872070
3,3,622,Overland Park,1999,0,1,Apartment,1,1,613199
5,4,2325,Overland Park,2015,1,0,House,2,1,1026218
2,4,622,Leawood,1998,0,1,Apartment,3,0,564007
4,3,3905,KC Downtown,1984,1,1,Condo,2,1,1218571
4,1,2321,Olathe,2013,1,1,Apartment,1,1,856071
5,2,2958,Olathe,1996,1,1,House,2,0,1024473
6,1,2040,Leawood,2007,1,1,House,1,0,862878
4,2,1956,Lenexa,2015,0,1,Apartment,1,0,798121
3,1,1174,Olathe,2017,0,0,Apartment,3,1,623428
5,3,2750,Lenexa,2009,0,1,Apartment,3,1,1003906
1,2,3147,Overland Park,1997,1,1,Apartment,3,1,898465
2,3,1427,Blue Springs,1985,0,1,Condo,1,0,586643
2,2,788,Leawood,2005,1,0,Condo,1,1,504169
2,4,1059,Lenexa,1994,0,1,House,1,0,611658
3,2,2836,Overland Park,1980,1,0,Apartment,2,1,906297
1,2,950,Overland Park,1996,1,1,Apartment,1,1,559155
5,2,1180,Leawood,2010,1,0,Condo,3,0,730994
5,4,2761,Olathe,1981,1,1,Apartment,3,1,1078065
2,3,2751,Overland Park,2015,1,0,Condo,2,1,873779
1,4,1219,KC Downtown,2014,0,0,House,3,1,689280
1,2,2131,Olathe,2006,1,0,House,1,1,717767
1,1,1968,Blue Springs,1982,0,0,Apartment,1,1,579427
4,4,3692,Leawood,1999,0,1,Apartment,3,1,1090398
4,1,3034,Leawood,1987,1,0,Apartment,3,0,896550
2,4,3591,Leawood,2008,1,1,Condo,1,0,1022392
1,4,2401,Overland Park,1987,0,1,Condo,1,0,779590
6,2,3502,Overland Park,2020,0,0,House,1,0,1136891
1,3,1832,Leawood,2006,1,1,Condo,3,0,656263
5,3,3130,Leawood,2005,0,0,Apartment,3,0,953509
5,2,1072,KC Downtown,2018,0,0,House,1,1,800752
2,4,1458,Lenexa,1989,0,1,Apartment,3,1,706689
6,3,3589,Olathe,2009,1,1,Condo,2,1,1248292
1,3,3040,Olathe,2012,0,1,Condo,3,0,932052
6,3,2312,KC Downtown,2015,1,0,Apartment,3,0,1032998
2,2,1115,Leawood,1999,0,1,Apartment,1,1,545942
5,1,3859,Overland Park,1983,0,0,House,3,0,1178101
5,1,2993,Overland Park,2002,1,0,Condo,1,0,950749
4,1,1975,Leawood,2008,1,0,Condo,3,0,736227
2,1,3188,Lenexa,2011,1,1,House,3,1,925239
2,1,2694,Blue Springs,2016,1,1,House,3,1,792372
1,3,3748,Blue Springs,2016,0,1,Condo,1,1,902900
1,3,2990,KC Downtown,2005,0,1,House,3,0,964080
4,4,3862,Olathe,1984,0,1,Condo,3,0,1204372
3,3,1142,Lenexa,2003,0,0,Condo,2,0,609390
6,2,3466,Blue Springs,2022,0,0,House,1,1,1071566
3,4,1659,Lenexa,1981,0,1,House,1,0,745101
3,3,1356,Overland Park,1994,0,0,House,3,1,715414
2,4,2998,Overland Park,2019,1,0,Condo,3,1,994331
6,4,787,Lenexa,1987,0,0,House,2,1,797668
2,1,2981,Leawood,2016,1,1,Condo,1,1,842274
6,4,1082,Blue Springs,2016,0,1,Apartment,2,1,778720
5,3,1839,Blue Springs,1993,0,0,House,1,1,844111
2,1,1781,Overland Park,1984,0,0,Condo,2,1,681670
2,3,3314,Olathe,1988,0,0,Condo,3,1,954572
2,1,3912,KC Downtown,2001,1,0,Condo,1,0,1045409
4,3,895,Blue Springs,2022,0,1,House,1,1,647771
2,1,644,Overland Park,2009,0,1,House,3,0,527888
1,1,3142,Overland Park,2012,0,0,Apartment,1,0,755169
1,2,2642,Lenexa,2017,0,0,House,3,0,743865
6,3,774,Lenexa,2016,0,1,Apartment,3,1,776624
5,4,3651,Olathe,2017,0,1,Apartment,2,1,1163707
4,1,1969,Lenexa,1986,1,1,Apartment,3,1,824953
6,3,2703,KC Downtown,1982,1,0,Apartment,1,0,1106578
1,1,2988,Blue Springs,2022,1,0,House,1,1,717444
4,2,2400,KC Downtown,2019,1,1,Apartment,1,1,991010
4,2,2509,KC Downtown,2011,1,1,House,3,0,1011758
5,2,2374,Lenexa,2015,1,1,House,3,0,959274
4,2,3779,Olathe,2021,1,0,House,1,1,1085376
2,4,2520,Overland Park,2020,0,0,House,2,0,867255
4,4,2861,Leawood,1998,1,1,House,3,1,1048199
5,1,2122,Overland Park,2010,1,1,Condo,1,0,875604
6,3,1357,Overland Park,2009,1,0,House,1,1,925598
5,2,2020,Overland Park,2016,1,0,House,1,1,905114
5,2,3197,Overland Park,2004,0,0,Apartment,1,0,947211
1,4,1096,KC Downtown,1992,1,0,Apartment,1,1,659921
2,4,2820,Lenexa,1991,1,0,Apartment,1,0,824414
1,2,704,Lenexa,1988,1,1,Apartment,1,1,451153
6,3,1078,Overland Park,2019,1,0,Apartment,2,0,796529
3,1,2022,Leawood,1988,0,1,Apartment,1,1,690243
6,1,3081,Blue Springs,2006,0,0,House,1,0,939419
2,1,3289,Overland Park,2020,1,1,House,3,0,965082
4,1,1292,Overland Park,2010,0,1,Apartment,1,0,676142
5,3,3638,Leawood,1985,1,1,Condo,1,1,1120428
3,3,3569,KC Downtown,2008,0,0,Condo,2,1,1108360
2,3,793,Overland Park,2009,0,1,House,2,0,583749
1,4,3490,Leawood,2017,0,1,House,2,1,952051
5,2,3448,KC Downtown,1990,0,1,Condo,2,0,1157332
6,3,2089,KC Downtown,2021,1,0,Condo,1,0,1023103
1,1,658,Olathe,1985,0,0,Apartment,2,0,375233
2,3,2486,Olathe,2018,1,0,Condo,1,0,812623
2,2,1077,Olathe,2020,1,1,Apartment,1,0,589281
6,4,1726,Overland Park,2010,0,1,House,2,0,994154
3,1,3180,KC Downtown,2014,0,1,House,2,1,1012409
6,4,2568,Overland Park,1991,0,1,Apartment,2,1,1097333
4,3,1191,Overland Park,1985,1,0,House,1,1,737288
1,1,1438,Lenexa,2005,1,1,House,1,0,560018
3,1,1945,Blue Springs,2016,0,1,Apartment,3,0,692793
5,3,1148,Blue Springs,2011,1,1,Condo,1,0,707436
4,3,3685,Lenexa,1983,0,1,House,2,1,1101882
3,2,820,Overland Park,2019,0,0,Condo,1,1,615623
1,3,1475,Leawood,1982,0,0,Condo,2,0,540337
2,3,3325,KC Downtown,1981,0,0,House,2,1,1037485
5,3,1796,Lenexa,1999,1,0,Condo,2,1,856965
6,1,3309,Olathe,1998,0,1,House,3,1,1166782
1,2,3331,Lenexa,2018,1,0,House,1,0,859203
4,1,3752,Lenexa,1991,1,0,Apartment,3,0,1039981
4,3,935,Lenexa,2015,1,0,House,2,1,700618
2,2,824,Blue Springs,2021,0,0,Apartment,3,0,457154
2,3,3518,Overland Park,2007,1,1,Apartment,3,0,1011825
5,1,2682,Lenexa,1988,0,1,Apartment,3,0,922926
6,1,787,Lenexa,1990,1,1,Apartment,1,0,645469
5,3,1847,Lenexa,2009,0,1,Apartment,2,0,843813
2,2,3290,Leawood,1981,0,0,Condo,3,1,854393
2,1,1562,Leawood,2017,1,0,Apartment,3,1,592963
4,3,3615,KC Downtown,2017,1,1,Apartment,2,1,1210070
2,4,1093,Overland Park,2012,1,0,Condo,1,0,619966
3,3,2486,Lenexa,1986,0,1,Apartment,2,0,830181
1,3,910,KC Downtown,2000,0,0,Condo,2,0,564053
2,2,3168,Olathe,1991,0,1,Condo,1,0,913505
5,3,2204,KC Downtown,2000,1,1,Apartment,2,0,992165
6,4,2163,Olathe,2002,0,1,House,3,0,1030897
6,3,968,Olathe,1985,0,0,House,1,0,710904
6,4,1345,Overland Park,1993,0,1,Apartment,2,1,903038
3,1,2678,Leawood,2011,0,1,House,1,1,828185
5,3,1855,Overland Park,1992,1,1,Apartment,3,1,902272
3,2,1597,KC Downtown,2006,0,1,Apartment,3,0,775842
2,3,1096,Olathe,1990,1,0,Condo,1,0,616451
1,4,2189,Overland Park,2011,0,0,Apartment,1,1,728357
6,4,1563,Leawood,1982,0,0,Apartment,1,1,811082
5,2,2604,KC Downtown,1981,0,1,House,3,1,1090404
6,4,1798,Overland Park,2009,1,1,Condo,3,1,1033552
3,3,2945,Lenexa,1981,0,1,Condo,3,1,955028
4,4,2414,Lenexa,2018,1,1,House,3,1,1004065
2,3,1988,Overland Park,2008,0,1,Apartment,2,1,759395
1,3,1709,Overland Park,2001,1,0,Condo,3,1,727829
2,4,1176,Olathe,2004,0,0,Condo,1,1,626279
4,2,3760,Olathe,2021,1,1,House,1,1,1150032
1,1,653,Leawood,1998,1,1,Condo,2,1,448793
4,2,828,KC Downtown,1995,0,1,Apartment,2,1,764585
2,1,1378,Overland Park,1996,0,1,House,2,0,657241
3,2,2157,KC Downtown,2006,1,1,Apartment,1,0,857982
2,3,1584,Lenexa,2022,0,1,Condo,2,1,688764
2,3,972,KC Downtown,1998,0,0,House,2,1,674979
2,4,1068,Blue Springs,2022,0,1,Apartment,1,1,555064
5,1,3067,Leawood,2021,1,0,Condo,1,0,927427
4,1,2449,Leawood,2009,1,0,Apartment,3,0,765952
4,4,1131,KC Downtown,1993,0,1,Apartment,2,0,836524
6,2,2023,Leawood,2021,0,0,House,1,0,889631
4,4,3635,KC Downtown,2011,1,1,Apartment,2,0,1198333
6,2,1807,KC Downtown,2002,0,1,Condo,3,0,986509
5,4,1161,Lenexa,2015,0,1,Condo,2,1,793810
3,1,689,KC Downtown,1989,1,1,Condo,2,1,658663
6,1,2239,Leawood,2017,0,0,Condo,3,1,885669
2,2,2006,Blue Springs,2008,1,1,Apartment,2,1,720615
3,1,968,Overland Park,1990,0,0,Condo,3,0,591329
5,1,3745,Leawood,2017,1,0,House,3,0,1064200
4,1,1892,Blue Springs,1994,1,1,Apartment,3,1,741881
6,1,614,Leawood,2011,0,1,House,2,0,683945
2,3,2991,Blue Springs,2006,1,1,Condo,2,1,897413
1,4,1818,Leawood,2017,0,0,House,1,1,619071
1,4,2545,Overland Park,1980,1,1,Condo,2,1,875815
3,3,1659,Lenexa,2020,1,1,Apartment,2,0,734983
4,1,1516,Lenexa,1993,0,1,House,3,1,766215
1,4,2852,Overland Park,1982,0,0,Apartment,3,1,897924
3,4,2274,Leawood,2009,1,0,Condo,2,1,834612
5,4,1375,Blue Springs,2010,0,1,Apartment,2,1,770018
3,2,1680,KC Downtown,1980,1,1,House,2,0,859705
3,3,1733,Leawood,1993,1,1,House,1,0,750778
3,2,1285,Overland Park,2015,1,1,House,1,1,744786
2,2,3365,Olathe,2015,0,0,Condo,3,1,931296
3,3,824,Lenexa,2022,1,0,House,2,0,617731
6,4,663,Lenexa,2020,0,1,House,3,1,802942
3,2,2387,Leawood,2022,1,0,House,1,1,808804
2,4,3595,Blue Springs,1994,1,0,Apartment,1,0,883341
2,2,1560,Overland Park,2017,0,1,Condo,1,0,680801
5,4,1975,Overland Park,2004,0,0,Condo,3,1,954049
4,1,2967,Blue Springs,1993,0,1,Condo,1,1,852937
1,1,956,Blue Springs,2003,1,0,Condo,2,1,443792
1,1,692,Leawood,2022,1,1,House,3,1,470892
3,3,3342,Leawood,1981,0,0,Condo,1,0,933644
5,1,1923,Olathe,2013,0,1,Condo,3,1,867549
3,2,2117,Lenexa,2002,0,0,House,3,1,771268
1,4,2277,Lenexa,1987,1,0,House,3,1,787074
2,4,2012,Blue Springs,1984,1,0,House,1,0,704705
4,4,2234,KC Downtown,2008,1,1,House,1,1,1029039
5,4,3081,KC Downtown,2022,0,0,Apartment,2,1,1138407
2,2,1725,KC Downtown,2012,1,0,Condo,2,0,720567
4,4,1440,Overland Park,1999,0,0,House,2,0,797933
5,2,2001,Leawood,1995,0,0,Condo,2,1,817612
5,2,2206,Blue Springs,2016,0,0,Apartment,2,1,806145
1,4,3671,Lenexa,2016,1,0,House,3,0,980691
2,4,1497,KC Downtown,2021,1,0,Apartment,2,1,743425
5,4,3531,Lenexa,2020,1,1,Condo,1,0,1160737
6,2,3425,Leawood,2003,0,0,Apartment,3,1,1042734
5,3,1091,Olathe,2008,1,0,Condo,2,0,771057
4,2,3731,Olathe,2014,1,1,Condo,2,0,1147103
1,3,3460,Blue Springs,1988,0,1,Condo,3,0,901232
3,4,2132,KC Downtown,2001,0,1,Condo,3,0,938688
1,2,3039,KC Downtown,1999,0,1,Condo,3,1,918056
3,4,2577,Olathe,2019,1,1,House,3,1,1018158
2,3,3790,Blue Springs,1983,0,1,House,2,0,981659
2,3,2398,Lenexa,2022,0,1,Apartment,3,1,816860
5,2,2094,Leawood,2015,1,1,Apartment,3,0,885088
6,2,1951,Olathe,1991,0,0,House,2,1,898205
2,2,2668,Olathe,2002,0,1,Condo,3,1,868031
5,2,1720,Leawood,2018,1,0,Condo,1,1,754656
1,1,2438,Leawood,1987,0,1,House,2,1,676731
2,1,3160,Olathe,1989,1,0,Condo,2,0,889042
1,4,3555,Lenexa,2002,0,0,Apartment,3,1,899530
1,3,3362,Lenexa,2008,1,1,Condo,2,0,888177
6,3,3591,KC Downtown,2011,0,1,Condo,2,1,1240180
2,4,2263,Lenexa,1993,0,1,Apartment,2,1,824674
1,4,2997,Overland Park,1995,1,1,Apartment,1,1,927117
6,4,3803,Blue Springs,2018,1,1,House,2,0,1277386
6,1,1145,Lenexa,1996,1,1,Condo,1,1,755200
2,4,1198,Leawood,1999,0,0,Apartment,1,1,566663
6,3,2679,Lenexa,1991,0,0,Apartment,2,0,971712
2,4,2644,KC Downtown,1988,0,0,Apartment,2,0,897846
2,2,858,Blue Springs,1987,1,0,Apartment,3,1,502247
3,3,1075,Blue Springs,2020,0,1,Apartment,1,0,572185
1,3,3472,Leawood,2016,1,1,Apartment,2,1,910953
4,3,2505,Blue Springs,2000,0,1,House,2,0,890932
2,1,3619,Overland Park,2021,1,0,Condo,1,1,958707
1,1,1519,Blue Springs,2011,1,1,Condo,1,0,488335
6,3,2680,Olathe,2016,1,1,Condo,2,1,1104333
5,2,3546,Leawood,1997,1,0,Condo,1,1,1080548
2,3,987,Blue Springs,2008,0,1,Condo,2,0,538195
6,1,2461,Lenexa,1986,1,1,Condo,2,0,969881
6,2,1397,KC Downtown,2019,0,1,Condo,1,1,913981
6,3,3103,Olathe,2016,0,0,House,2,1,1119287
6,1,2217,Olathe,1985,1,0,Apartment,2,0,884996
6,2,3815,Lenexa,1999,1,1,Apartment,1,0,1180619
2,4,2525,Olathe,1988,0,0,Apartment,3,1,824137
4,4,2415,Overland Park,1988,0,1,House,2,1,1036715
3,3,2227,Overland Park,1987,0,0,Apartment,2,1,819232
6,4,2871,KC Downtown,1996,1,0,House,1,1,1217317
6,1,816,KC Downtown,2003,0,0,House,1,1,781052
3,2,2803,KC Downtown,2019,0,1,House,1,0,990517
2,3,1388,KC Downtown,2002,0,0,House,1,0,702453
1,2,2143,Blue Springs,2012,0,0,Apartment,1,1,581050
